Year,Family,Genus,Reported.Taxon,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.Type,import_permit_hash,export_permit_hash,origin_permit_hash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,832,kg,ES,HS,,T,X,I,6c171d518ce7f6f1613a2e0934d82cbc75a2bd28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,795,kg,ES,HS,,T,X,I,7f8d8be4e71cea88765c37455b26be7bc9877009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,10044,kg,ES,HS,,T,X,I,00c4c83c7bff9806e7fcb3abd6ae30a6dee62f24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,14040,kg,ES,HS,,T,X,I,8de87607af74757e6498a188dee703cee8441a93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,4576,kg,ES,HS,,T,X,I,98eb080d7f1f8374765c1452c9586f9cc217fc82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,3220,kg,ES,HS,,T,X,I,343a03f2a071228a860c7d92ace1b0b178c51004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,7105,kg,ES,HS,,T,X,I,0908b3e40ef03064299f7f75b8265c3805704056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,9260,kg,ES,HS,,T,X,I,59a94eddc5bb469d7f3135dfdb40b08790529118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,7086.51,kg,ES,HS,,T,X,I,7555f0a0a0656799c173e2a471269a0ce41e6d2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,3417,kg,ES,HS,,T,X,I,23abf253deaa07fc02ee6abe059f4e013cf054eb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,3617,kg,ES,HS,,T,X,I,df677cf26d9afe81aab5ea680cada3e9376950ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,3039,kg,ES,HS,,T,X,I,b45eddaeefa9b93a2eeb0a2cb1fb003a087258c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,3829,kg,ES,HS,,T,X,I,fd6c007138d58983d39b1a16e8f922eac2f67bf2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,7463,kg,ES,HS,,T,X,I,3f3e27722f4e0d3aa55da3d5615582e598a15144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,9950,kg,ES,HS,,T,X,I,0b128cbcb040d5892eec2afe7848d20764abf39a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,3157,kg,ES,HS,,T,X,I,039472c0e844c0408c02de95acf416b9dfe51bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,22086,kg,ES,HS,,T,X,I,7c497b3a7a2ff89ce1973d30357d4af86093a232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,3180,kg,ES,HS,,T,X,I,2421e6a89298a3b743d4e764421313670f8f21b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,9232,kg,ES,HS,,T,X,I,19303b91da4f6834980f57cdc318b5bcff10cd0b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,14137,kg,ES,HS,,T,X,I,2e7a0531cb4ac6bebe1e3b3f41b92695c9dd2d75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,7574,kg,ES,HS,,T,X,I,c2a8ebb2b71078603290c6549a1c188d8a7579dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,17550,kg,ES,HS,,T,X,I,8aa2916397a7f8b66efe9e993414f592814c55bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,33710,kg,ES,HS,,T,X,I,2864d3195fd20fe472bbc55c4a2662cbc05f9afd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,1409,kg,ES,HS,,T,X,I,56b90ee50317b488d2c9a7f17b661f5d19b204f0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,7228,kg,ES,HS,,T,X,I,31b01855f2e4b9adb110a4a91a162a9a99ceff51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,13350,kg,ES,HS,,T,X,I,4d9877a40a0afdfc4d741cb43bc62a4345fb3a5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,7950,kg,ES,HS,,T,X,I,9b9e6159e4652d49426729811f0b890c15443f54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,29041,kg,ES,HS,,T,X,I,370bb3e3caec4957f9ae41b69ecd5112971248eb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,2663,kg,ES,HS,,T,W,I,08b4e58305aef1798e77c59e3ab246559e2c6101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,2246,kg,ES,HS,,T,X,I,0c7f9a628b52171a0c5d2a1769fc99e294c1a02a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,3630,kg,ES,HS,,T,X,I,1457141124378583b7f3c7eaf3204c6b9f6b02ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,25200,kg,ES,HS,,T,X,I,1fd8471b211579f22996753a5764bddd66778409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,1613,kg,ES,HS,,T,X,I,5dbbc8e4814f895fac4a234b7b19195ac8e7c41b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,25593,kg,ES,HS,,T,X,I,6aa151fbbeca75327bbe28daccf99f2eb695a987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,820,kg,ES,HS,,T,X,I,d1824e18f0e9b7902aa1339e2cfe34e82ed657de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,4572,kg,ES,HS,,T,X,I,8e70d22d9aab51560fb47c47f807a535a862289c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,1613,kg,ES,HS,,T,X,I,30f6cb427cfa2a74ecef58e0c51b2a7a1b929b10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,3928,kg,ES,HS,,T,X,I,5bdf81865ffc993fc73cf91ffbb689501c526f4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,26219,kg,ES,HS,,T,X,I,89d90d753c9073954ed48f4c133a202d5ae0a165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,7156,kg,ES,HS,,T,X,I,b9cdf507faacd5213a49d7622794bc6136953e72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,10848,kg,ES,HS,,T,X,I,bb7a14dd2d653160caa7f21711f56efd447b4a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,7320,kg,ES,HS,,T,X,I,57f1139736a1267f4e8b0186975216a2fea8db25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,12380,kg,ES,HS,,T,X,I,89a056280d6e81218458e412a2ae04291c5f0dd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,15967,kg,ES,HS,,T,X,I,9afe3d63fb66b6272ffb2604a569683e14168939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,6501,kg,ES,HS,,T,X,I,d1096d319a255c61d783c4608c9c0ec1e71d882a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,6132,kg,ES,HS,,T,X,I,8578d29dc560f1fcfc10e6d3caa71f1de9e94bc8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,1330,kg,ES,HS,,T,X,I,bb6e40b618b17af51897d207a531b4aa9d375787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,9451,kg,ES,HS,,T,X,I,6204bf55400d17a9e5e89cdd0af19480a51ad653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,6679,kg,ES,HS,,T,X,I,7276fdaeec39125c52779549550073119f0efa44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,3259,kg,ES,HS,,T,X,I,ce80ebdee5344d2b2e7e185f87b03db3e0dde24a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,7387,kg,ES,HS,,T,X,I,cef67ef9579422a8bf6ae0b5e8b58548d3c1bf86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,53543,kg,ES,HS,,T,X,I,506bee37c2647f31cfdb3a1638051c0e4450f770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,6090,kg,ES,HS,,T,X,I,b6a431b2203835cb0a6d2c9768d68938e2f7e9fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,4425,kg,ES,HS,,T,X,I,f5b22a10fb75b4a8ac0b5a6787b0525b5267e0af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,1896,kg,ES,HS,,T,X,I,b3a99e1bb9ecefabb5865caaa5cb5e26abcf34e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,3115,kg,ES,HS,,T,X,I,e1dd2c8581a57989acaec5238027d1d1b7e6747a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,1232,kg,ES,HS,,T,X,I,44e82763763186c4d17615054ab01ab990794a55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,10301,kg,ES,HS,,T,X,I,e81084de15a605599ee700c9d107000fbd442f85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,12750,kg,ES,HS,,T,X,I,55ec646425f2608d2921975d0a76192081dd5d9f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,17776,kg,ES,HS,,T,X,I,8cadc505faf77f0920dd1fd353657473b991add7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,15590,kg,ES,HS,,T,X,I,ff7ed379b3f0a9d65d19a5c7201322b3e55ce951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,2060,kg,ES,HS,,T,X,I,22435d81758abbf5d8bcb774988c5e9b0f2b46a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,11488,kg,ES,HS,,T,X,I,4d6006ffedf2ef2dd8f7614fd679d0772cb43f8c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,31438,kg,ES,HS,,T,X,I,3053756058649587bf05bd8aa1bf1a181da495fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,16598,kg,ES,HS,,T,X,I,2c609703922b3994b3d2e48ab02eda455a748f4f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
